Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
6428	SRSF3	2	.	.	.	.	.	.	.	.	.	.	.
9984	THOC1	.	2	.	.	.	.	.	.	.	.	.	.
9532	BAG2	.	.	.	.	.	.	.	.	.	1	.	.
9444	QKI	.	.	.	1	.	.	.	.	.	.	.	.
2744	GLS	.	.	.	.	.	.	.	.	.	.	2	.
112755	STX1B	.	.	.	.	.	1	.	.	.	1	1	.
816	CAMK2B	.	.	.	1	.	.	.	.	.	.	.	.
2560	GABRB1	.	1	1	1	1	.	.	.	.	.	.	.
2562	GABRB3	.	.	2	2	2	1	.	.	.	.	.	.
9229	DLGAP1	1	.	.	1	.	.	.	.	.	.	.	.
79705	LRRK1	.	.	.	.	.	.	.	.	.	1	.	.
1656	DDX6	1	.	.	.	.	.	.	.	.	.	.	1
2257	FGF12	.	1	.	1	.	.	.	.	.	.	.	.
6432	SRSF7	.	.	.	1	.	.	.	.	.	.	.	.
55832	CAND1	.	.	.	.	.	.	.	.	.	.	1	.
3781	KCNN2	.	.	.	.	.	2	.	.	.	.	.	.
10767	HBS1L	.	.	.	.	.	.	.	.	.	.	.	2
10369	CACNG2	.	.	.	.	.	.	2	.	.	.	.	.
10645	CAMKK2	.	.	.	1	.	.	.	.	.	.	.	.
147746	HIPK4	2	.	.	.	.	.	.	.	.	.	.	.
2185	PTK2B	1	.	.	.	.	1	.	1	.	.	.	.
166614	DCLK2	.	.	.	.	.	2	.	.	.	.	.	.
2047	EPHB1	.	.	.	1	.	.	.	.	.	.	.	.
3159	HMGA1	1	.	.	1	.	.	.	.	.	.	.	.
27072	VPS41	.	.	.	.	.	.	.	.	.	2	.	.
26578	OSTF1	.	.	.	1	.	.	.	.	.	.	.	1
27342	RABGEF1	.	.	.	.	.	1	.	.	.	.	.	.
83605	CCM2	.	.	.	.	.	1	.	.	.	.	.	.
4651	MYO10	.	1	.	.	.	.	.	.	.	.	.	.
4069	LYZ	.	.	.	.	.	.	.	2	.	.	.	.
3094	HINT1	.	1	1	1	1	.	.	.	.	.	.	.
23019	CNOT1	.	.	.	2	.	.	.	.	.	.	.	.
108	ADCY2	.	2	.	.	.	.	.	.	.	.	.	.
3305	HSPA1L	.	.	.	1	.	.	.	1	.	.	.	.
5563	PRKAA2	.	.	.	1	.	.	.	.	.	.	.	.
9459	ARHGEF6	.	.	.	.	.	1	2	2	.	.	.	.
3927	LASP1	.	1	.	1	.	.	.	.	.	.	.	.
3685	ITGAV	1	.	.	.	.	.	.	1	.	.	.	.
55054	ATG16L1	1	.	.	.	.	.	.	.	.	.	.	.
25830	SULT4A1	.	.	.	1	.	.	.	.	.	.	.	.
8452	CUL3	.	.	.	1	.	.	.	2	.	.	.	.
10075	HUWE1	.	1	.	1	.	.	1	.	.	.	.	.
25814	ATXN10	.	.	.	.	.	1	.	.	.	.	.	.
120	ADD3	.	.	.	.	.	.	1	.	.	.	.	.
103910	MYL12B	.	.	.	1	.	.	.	.	.	.	.	.
115	ADCY9	.	2	.	.	.	1	.	.	.	.	.	.
27247	NFU1	.	.	.	.	.	.	.	.	.	2	.	.
1182	CLCN3	.	.	.	2	.	.	.	.	.	.	.	.
3192	HNRNPU	.	.	.	1	.	.	1	.	.	.	.	.
4868	NPHS1	.	.	.	.	.	.	.	2	.	.	.	.
5906	RAP1A	.	.	.	.	.	1	.	.	.	.	.	.
348980	HCN1	.	.	.	2	.	1	.	.	.	.	.	.
157922	CAMSAP1	.	.	.	.	.	1	.	.	.	.	.	.
11188	NISCH	.	.	.	.	.	.	.	2	.	.	.	.
23328	SASH1	1	.	.	.	.	.	.	.	.	.	.	.
27068	PPA2	.	.	.	1	.	.	.	.	.	.	.	.
4163	MCC	.	1	.	1	.	.	.	.	.	.	.	.
7187	TRAF3	.	.	.	1	.	.	.	.	.	.	.	.
4538	ND4	.	.	.	.	.	2	.	.	.	.	.	.
8567	MADD	1	.	.	.	.	.	.	.	.	.	.	.
6794	STK11	1	.	.	.	.	.	.	.	1	.	.	.
1917	EEF1A2	1	.	.	.	.	2	2	.	.	.	.	.
1012	CDH13	.	.	.	3	.	.	.	3	.	.	.	.
4853	NOTCH2	.	.	.	.	.	.	.	2	.	.	.	.
5245	PHB	.	.	.	1	.	.	.	.	.	.	.	.
54897	CASZ1	.	.	.	.	.	.	.	2	.	.	.	.
54828	BCAS3	1	.	.	.	.	.	.	.	.	.	.	.
200734	SPRED2	.	1	.	.	.	.	.	1	.	.	.	.
116442	RAB39B	.	.	.	.	.	.	2	.	.	2	.	.
10529	NEBL	.	.	.	1	.	.	.	.	.	.	.	.
10690	FUT9	.	.	.	2	.	.	.	.	.	.	.	.
488	ATP2A2	.	.	.	1	.	.	.	1	.	.	.	.
3300	DNAJB2	.	.	.	.	.	.	.	.	2	.	2	.
2774	GNAL	.	2	.	2	.	.	.	.	.	.	.	.
2782	GNB1	.	.	.	1	.	.	.	.	.	.	.	.
2021	ENDOG	.	.	.	.	.	.	.	.	.	2	.	.
4157	MC1R	.	.	.	.	.	.	.	.	.	1	.	2
4128	MAOA	1	2	2	1	1	.	2	2	1	.	2	.
122402	TDRD9	.	2	.	.	.	.	.	.	.	.	.	.
4129	MAOB	1	.	.	1	1	.	.	.	1	1	.	.
26958	COPG2	.	.	2	.	2	.	.	.	.	.	.	.
23186	RCOR1	.	.	.	2	.	.	.	.	.	.	.	.
10565	ARFGEF1	.	.	.	.	.	2	.	.	.	.	.	.
3737	KCNA2	.	.	.	.	.	1	.	.	.	.	.	.
4204	MECP2	.	.	1	1	1	1	1	.	.	.	.	.
288	ANK3	1	2	2	1	2	.	1	.	.	.	.	.
214	ALCAM	.	.	.	.	.	.	.	.	.	.	.	2
6710	SPTB	.	.	.	.	.	.	.	.	.	.	2	.
54014	BRWD1	.	1	.	.	.	.	.	.	.	.	.	.
10507	SEMA4D	2	.	.	.	.	.	.	.	.	.	.	.
10100	TSPAN2	.	2	.	1	.	.	.	.	.	.	.	.
2173	FABP7	.	2	2	2	2	.	.	.	.	.	.	.
51185	CRBN	.	2	.	.	.	.	1	.	.	.	.	.
56899	ANKS1B	.	1	1	1	1	.	.	.	.	.	.	.
8650	NUMB	1	1	.	.	.	.	.	.	.	.	.	.
2983	GUCY1B1	.	.	.	.	.	.	.	2	.	.	.	.
54806	AHI1	.	.	2	1	2	.	.	.	.	.	.	2
1728	NQO1	1	2	.	1	.	.	.	.	.	1	.	2
1500	CTNND1	.	.	1	.	1	.	.	.	.	.	.	.
4916	NTRK3	.	2	1	1	1	.	.	.	.	.	.	.
3482	IGF2R	1	.	.	.	.	.	.	.	.	.	.	.
4210	MEFV	1	.	.	.	.	.	.	.	.	.	.	2
25977	NECAP1	.	.	.	.	.	1	.	.	.	.	.	.
11332	ACOT7	.	.	.	.	.	2	.	.	.	.	.	.
5715	PSMD9	.	.	.	.	.	.	.	2	.	.	.	.
7024	TFCP2	1	.	.	.	.	.	.	.	.	.	.	.
8573	CASK	.	.	.	.	.	1	1	.	.	.	.	.
3149	HMGB3	.	.	.	.	.	.	1	.	.	.	.	.
28952	CCDC22	.	.	.	.	.	.	1	.	.	.	.	.
3954	LETM1	.	.	.	.	.	2	.	.	.	.	.	.
25885	POLR1A	.	.	.	.	.	2	.	.	.	.	.	.
53615	MBD3	.	.	.	1	.	.	.	.	.	.	.	.
5834	PYGB	.	.	.	2	.	.	.	.	.	.	.	.
7168	TPM1	.	.	.	1	.	.	.	1	.	.	.	.
1327	COX4I1	1	.	.	.	.	.	.	.	.	.	.	.
6050	RNH1	.	.	.	2	.	.	.	.	.	.	.	.
1312	COMT	2	2	2	2	2	.	.	2	.	2	.	.
5110	PCMT1	1	.	.	1	.	.	.	.	.	.	.	.
6843	VAMP1	1	.	.	.	.	.	.	.	.	.	.	.
358	AQP1	1	.	.	.	.	1	.	1	.	.	.	.
767	CA8	.	.	.	1	.	.	2	.	.	.	.	.
26580	BSCL2	.	.	.	.	.	.	2	.	.	.	.	.
221	ALDH3B1	.	.	.	1	.	.	.	.	.	.	.	.
1013	CDH15	.	.	.	.	.	.	2	.	.	.	.	.
5912	RAP2B	.	.	.	1	.	.	.	.	.	.	.	.
29761	USP25	.	.	.	.	.	.	.	.	.	2	.	.
54726	OTUD4	.	.	.	.	.	1	.	.	.	.	.	.
2912	GRM2	1	1	.	1	.	.	.	.	.	.	.	.
5332	PLCB4	.	.	.	.	.	.	.	.	2	.	.	.
10290	SPEG	.	.	.	.	.	.	2	.	.	.	.	.
57096	RPGRIP1	.	2	.	.	.	.	.	.	.	.	.	.
114327	EFHC1	.	.	.	.	.	1	.	.	.	.	.	.
23334	SZT2	.	.	.	.	.	2	2	.	.	.	.	.
148281	SYT6	.	1	1	1	1	.	.	.	.	.	.	.
57674	RNF213	.	.	.	.	.	.	.	2	.	.	.	.
30818	KCNIP3	1	.	.	.	.	2	.	.	.	.	.	.
284069	FAM171A2	.	.	.	.	.	.	.	.	.	.	2	.
55074	OXR1	.	1	1	1	1	.	.	.	.	.	.	.
1794	DOCK2	1	.	.	.	.	2	.	.	.	.	.	.
94121	SYTL4	.	.	.	.	.	1	1	.	.	.	.	.
10611	PDLIM5	.	2	.	2	.	.	.	2	.	.	.	.
116835	HSPA12B	.	.	.	.	.	.	.	.	.	.	2	.
26051	PPP1R16B	.	.	.	1	.	.	.	.	.	.	.	.
4735	SEPTIN2	.	.	.	1	.	.	.	.	.	.	2	.
56165	TDRD1	.	.	.	.	.	.	.	.	.	.	2	.
79843	FAM124B	.	.	.	2	.	.	.	.	.	.	.	.
140460	ASB7	.	.	.	.	.	.	2	.	.	.	.	.
4599	MX1	1	.	.	.	.	.	.	.	.	.	.	2
56895	AGPAT4	.	.	.	.	.	.	.	.	.	2	.	.
51571	FAM49B	.	.	.	.	.	.	.	.	.	.	.	2
25813	SAMM50	1	.	.	.	.	.	.	2	.	.	.	.
4012	LNPEP	1	.	.	.	.	.	.	1	.	.	.	.
55521	TRIM36	.	.	.	.	.	1	.	.	.	.	.	.
9640	ZNF592	.	.	.	.	.	.	1	.	.	.	.	.
498	ATP5F1A	1	.	.	1	.	.	.	.	.	.	.	.
4282	MIF	1	.	2	.	2	.	.	1	.	.	.	2
3796	KIF2A	.	.	.	2	.	.	.	.	.	.	.	.
8767	RIPK2	.	.	.	.	.	.	.	.	2	.	.	.
5860	QDPR	.	.	.	2	.	.	.	.	.	.	.	.
7414	VCL	1	.	.	.	.	.	.	.	.	.	.	.
528	ATP6V1C1	2	.	.	.	.	.	.	.	.	.	.	.
196051	PLPP4	1	.	.	.	.	.	.	.	.	.	.	.
81704	DOCK8	.	.	.	.	.	.	1	.	.	.	.	.
4815	NINJ2	1	.	.	.	.	.	.	.	.	.	.	.
26040	SETBP1	.	.	.	2	.	.	2	.	.	.	.	.
8777	MPDZ	.	.	.	1	.	.	.	.	.	.	.	.
7082	TJP1	.	.	.	1	.	.	.	.	.	.	.	.
54734	RAB39A	.	2	2	2	2	.	.	.	.	.	.	.
2944	GSTM1	1	2	2	2	2	2	.	1	.	1	.	2
547	KIF1A	.	.	.	.	.	.	2	.	.	.	.	.
85376	RIMBP3	.	.	.	1	.	.	.	.	.	.	.	.
3839	KPNA3	.	.	.	1	.	.	.	.	.	.	.	.
8481	OFD1	.	.	.	.	.	.	1	.	.	.	.	.
4440	MSI1	2	.	.	.	.	.	.	.	.	.	.	.
80781	COL18A1	2	.	.	.	.	.	.	2	.	.	.	.
55614	KIF16B	.	.	.	.	.	.	.	2	.	.	.	.
57795	BRINP2	.	.	.	2	.	.	.	.	.	.	.	.
10276	NET1	.	.	.	.	.	1	.	.	.	.	.	.
421	ARVCF	.	.	.	2	.	.	.	.	.	.	.	.
83604	TMEM47	.	.	.	.	.	.	3	.	.	.	.	2
4133	MAP2	1	.	.	1	.	2	.	.	2	.	.	.
10612	TRIM3	.	.	.	1	.	.	.	.	.	.	.	.
23154	NCDN	.	.	.	.	.	.	.	.	.	.	2	.
463	ZFHX3	.	.	.	.	.	.	.	.	.	2	.	.
8030	CCDC6	1	.	.	.	.	.	.	.	.	.	.	.
89	ACTN3	.	1	.	.	.	.	.	.	.	.	.	.
11178	LZTS1	.	1	.	1	.	.	.	1	.	.	.	.
55719	SLF2	1	.	.	.	.	.	.	.	.	.	.	.
23233	EXOC6B	.	.	.	2	.	.	2	.	.	.	.	.
23780	APOL2	.	.	.	1	.	.	.	.	.	.	.	.
3299	HSF4	.	.	.	.	.	.	2	.	.	.	.	.
143098	MPP7	2	.	.	.	.	.	.	.	.	.	.	.
5414	SEPTIN4	.	.	.	1	.	.	.	.	.	.	.	.
4741	NEFM	1	.	.	1	.	.	.	.	.	.	.	.
29119	CTNNA3	1	.	.	1	.	.	.	1	.	.	.	.
84823	LMNB2	.	.	.	1	.	2	.	.	.	.	.	.
8087	FXR1	.	.	.	1	.	.	.	.	.	.	.	.
10447	FAM3C	.	.	.	.	.	1	.	.	.	.	.	.
28956	LAMTOR2	.	.	.	.	.	.	.	.	.	2	.	.
145773	FAM81A	.	2	.	1	.	.	.	.	.	.	.	.
25824	PRDX5	.	.	.	.	.	.	.	.	.	1	.	.
5983	RFC3	1	.	.	.	.	.	.	.	.	.	.	.
784	CACNB3	.	1	.	.	.	.	.	.	.	.	.	.
26031	OSBPL3	2	.	.	.	.	.	.	.	.	.	.	.
7411	VBP1	.	.	.	.	.	.	2	.	.	.	.	.
51678	MPP6	.	2	1	1	1	.	.	.	.	.	.	.
347	APOD	1	.	.	2	.	.	.	.	.	.	.	.
84516	DCTN5	.	2	2	2	2	.	.	.	.	.	.	.
56997	COQ8A	1	.	.	.	.	.	.	.	.	.	.	.
23544	SEZ6L	.	2	1	2	1	.	.	.	.	.	.	.
284119	CAVIN1	.	.	.	.	.	.	.	.	.	.	.	1
259173	ALS2CL	.	.	.	3	.	.	.	.	.	.	.	.
5524	PTPA	1	.	.	.	.	1	.	.	.	.	.	.
3241	HPCAL1	2	.	.	.	.	.	.	.	.	.	.	.
23657	SLC7A11	.	.	.	.	.	.	.	.	.	.	.	2
25801	GCA	.	.	.	.	.	.	.	.	.	.	.	1
154043	CNKSR3	.	.	.	.	.	.	.	.	.	2	.	.
149111	CNIH3	.	.	.	1	.	.	.	.	.	.	.	.
93974	ATP5IF1	.	.	.	.	.	.	.	.	.	1	.	.
51741	WWOX	1	1	.	1	.	1	2	1	.	1	.	.
6726	SRP9	.	.	.	.	.	.	.	1	.	.	.	.
5873	RAB27A	1	.	.	.	.	.	.	.	.	.	.	.
9079	LDB2	.	1	.	.	.	.	.	.	.	.	.	.
2572	GAD2	1	.	.	2	.	2	.	.	1	2	.	.
54769	DIRAS2	.	.	.	.	.	.	.	.	.	.	.	3
60484	HAPLN2	.	.	.	1	.	.	.	.	.	.	.	.
64854	USP46	.	1	.	1	.	.	.	.	.	.	.	.
93380	MMGT1	.	.	.	.	.	.	1	.	.	.	.	.
255057	CBARP	1	.	.	.	.	.	.	.	.	.	.	.
51606	ATP6V1H	.	2	.	.	.	.	.	.	.	.	2	.
219738	FAM241B	1	.	.	.	.	.	.	.	.	1	.	.
51075	TMX2	.	.	.	1	.	.	.	.	.	.	.	.
57709	SLC7A14	.	2	.	1	.	.	.	.	.	.	.	.
55800	SCN3B	.	.	.	1	.	.	.	.	.	.	.	.
3208	HPCA	.	.	.	.	.	.	.	.	.	2	.	.
501	ALDH7A1	.	.	.	.	.	2	.	.	2	.	.	.
51024	FIS1	1	.	.	.	.	.	.	.	.	.	.	.
10159	ATP6AP2	.	.	.	.	.	.	2	2	.	.	.	.
57863	CADM3	.	.	.	2	.	.	.	.	.	.	3	.
388662	SLC6A17	.	.	.	.	.	.	3	.	.	.	.	.
3779	KCNMB1	.	.	.	.	.	1	.	2	.	.	.	.
1727	CYB5R3	.	.	.	.	.	.	2	.	.	.	.	.
3018	H2BC3	1	.	.	.	.	.	.	1	.	.	.	.
192683	SCAMP5	.	.	2	.	2	.	.	.	.	.	.	.
1819	DRG2	.	.	.	2	.	.	.	.	.	.	.	.
55506	MACROH2A2	.	.	.	.	.	.	.	.	.	1	.	.
144100	PLEKHA7	.	.	.	.	.	.	.	1	.	.	.	.
1350	COX7C	2	.	.	.	.	.	.	.	.	.	.	.
4722	NDUFS3	1	.	.	1	.	.	.	.	.	.	.	.
84557	MAP1LC3A	.	.	.	.	.	.	.	.	.	1	.	.
2590	GALNT2	1	.	.	.	.	.	.	.	.	.	.	.
5533	PPP3CC	.	.	.	1	.	.	.	.	.	.	1	.
4729	NDUFV2	.	2	.	1	.	.	.	.	.	2	.	.
114134	SLC2A13	.	.	.	.	.	.	.	.	.	2	.	.
4713	NDUFB7	.	1	2	1	2	.	2	.	.	.	.	.
246269	AFG1L	.	2	.	.	.	.	.	.	.	.	.	.
90701	SEC11C	1	.	.	.	.	.	.	.	.	.	.	.
144165	PRICKLE1	.	.	.	.	.	3	.	.	.	.	.	.
2741	GLRA1	2	.	.	.	.	.	2	.	.	.	.	.
7171	TPM4	.	.	.	1	.	.	.	.	.	.	.	.
29843	SENP1	.	2	.	2	.	.	.	.	.	.	.	.
23426	GRIP1	.	1	1	1	1	.	.	.	.	.	.	.
8398	PLA2G6	.	2	.	2	.	.	.	.	.	2	.	.
64130	LIN7B	.	.	1	.	1	.	.	.	1	.	.	.
9218	VAPA	.	1	.	.	.	.	.	.	.	.	.	.
5096	PCCB	.	.	.	2	.	.	.	.	.	.	.	.
63826	SRR	.	.	.	1	.	.	.	.	.	.	.	.
9217	VAPB	.	.	.	1	.	.	.	.	.	.	.	.
64786	TBC1D15	.	2	.	.	.	.	.	.	.	.	.	.
9141	PDCD5	.	2	.	.	.	.	.	.	.	.	.	.
7169	TPM2	.	.	.	1	.	.	.	.	.	.	.	.
163259	DENND2C	.	.	2	.	2	.	.	.	.	.	.	.
4336	MOBP	1	.	.	.	.	.	.	.	.	.	2	.
361	AQP4	.	.	2	.	2	2	.	2	.	.	2	3
6855	SYP	1	.	.	.	.	.	2	.	.	.	2	.
26011	TENM4	.	3	3	2	3	.	.	.	.	.	.	.
3609	ILF3	.	.	.	.	.	.	.	2	.	.	.	.
284111	SLC13A5	.	.	.	.	.	2	.	.	.	.	.	.
23234	DNAJC9	.	.	.	2	.	.	.	.	.	.	.	.
10814	CPLX2	.	.	.	2	.	.	.	.	.	.	.	.
8879	SGPL1	1	.	.	.	.	.	.	.	.	.	.	.
6272	SORT1	1	.	.	.	.	.	.	.	.	.	1	.
1738	DLD	.	.	.	2	.	.	.	.	.	.	.	.
57471	ERMN	.	.	.	1	.	2	.	.	.	.	.	.
5250	SLC25A3	.	.	.	2	.	.	.	.	.	.	.	.
2152	F3	.	.	.	.	.	.	.	2	.	.	.	.
50814	NSDHL	.	.	.	.	.	.	2	.	.	.	.	.
80731	THSD7B	.	.	.	.	.	.	.	.	.	.	.	2
7019	TFAM	2	.	.	.	.	.	.	.	.	.	.	.
7781	SLC30A3	1	.	.	1	.	.	.	.	.	1	.	.
7184	HSP90B1	.	1	.	.	.	.	.	.	.	.	.	.
114876	OSBPL1A	1	.	.	.	.	.	.	.	.	.	.	.
2817	GPC1	3	.	.	2	.	.	.	.	.	.	.	.
83473	KATNAL2	.	.	2	.	2	.	.	.	.	.	.	.
55532	SLC30A10	1	.	.	.	.	.	.	.	.	.	.	.
57553	MICAL3	.	.	.	.	.	.	.	2	.	.	.	.
3098	HK1	1	.	.	1	.	.	.	.	.	.	.	.
93986	FOXP2	.	.	2	1	2	.	.	.	.	.	1	.
9026	HIP1R	.	.	.	.	.	.	.	.	.	3	.	.
6778	STAT6	.	.	.	.	.	.	.	1	.	.	.	.
22891	ZNF365	.	1	1	1	1	.	.	.	.	.	.	.
3416	IDE	2	.	.	.	.	.	2	.	.	2	.	.
6418	SET	1	.	.	.	.	.	.	.	.	.	.	.
8828	NRP2	.	.	2	.	2	.	.	.	.	.	.	.
203068	TUBB	.	.	.	1	.	.	.	.	.	.	1	.
6647	SOD1	1	.	.	1	.	2	.	1	1	1	.	1
84628	NTNG2	.	.	.	1	.	2	.	.	.	.	.	.
6091	ROBO1	.	.	.	1	.	.	.	.	.	.	.	.
54205	CYCS	1	.	.	.	.	.	.	.	.	.	.	.
783	CACNB2	1	1	1	1	1	.	.	1	.	.	.	.
5923	RASGRF1	.	2	.	.	.	2	.	.	.	.	.	.
8662	EIF3B	.	1	.	1	.	.	.	.	.	.	.	1
777	CACNA1E	.	.	.	.	.	2	.	.	.	.	.	.
81832	NETO1	.	.	.	1	.	.	.	.	.	.	.	.
7222	TRPC3	.	.	.	.	.	.	.	2	.	.	.	.
9368	SLC9A3R1	.	.	.	1	.	.	.	.	.	.	.	.
9817	KEAP1	.	.	.	.	.	1	.	.	.	.	.	.
7037	TFRC	.	.	.	.	.	.	.	.	.	1	.	.
2890	GRIA1	1	1	.	1	.	1	.	.	.	.	.	.
4928	NUP98	.	.	.	.	.	.	2	.	.	.	.	.
818	CAMK2G	1	.	.	.	.	.	.	.	.	.	.	.
5654	HTRA1	1	.	.	.	.	.	.	1	.	.	.	.
3075	CFH	1	.	.	.	.	.	.	1	.	1	.	.
2775	GNAO1	.	.	.	.	.	1	.	.	.	.	.	.
10815	CPLX1	.	.	.	.	.	.	.	.	.	2	.	.
4040	LRP6	1	.	.	.	.	.	.	.	.	.	.	.
5338	PLD2	1	.	.	.	.	.	.	2	.	.	.	.
8841	HDAC3	.	.	.	1	.	.	.	.	.	.	.	.
9780	PIEZO1	.	.	2	.	2	.	.	.	.	.	.	.
337	APOA4	.	.	.	.	.	.	.	.	3	.	.	.
952	CD38	.	.	2	.	2	.	.	.	.	2	.	.
4907	NT5E	.	.	.	.	.	2	.	1	.	.	.	1
56288	PARD3	.	.	.	1	.	.	.	.	.	.	.	.
23417	MLYCD	.	.	.	.	.	.	.	3	.	.	.	.
6301	SARS1	.	.	.	.	.	.	.	2	.	.	.	.
23268	DNMBP	2	.	.	.	.	.	.	.	.	.	.	.
222236	NAPEPLD	.	.	.	.	.	.	.	2	.	.	.	.
2913	GRM3	.	1	.	1	.	.	.	.	.	.	.	2
6521	SLC4A1	1	.	.	.	.	.	.	1	.	.	.	.
7779	SLC30A1	1	.	.	.	.	.	.	.	.	.	.	.
4898	NRDC	1	.	.	1	.	.	.	.	.	.	.	.
51592	TRIM33	.	1	1	1	1	.	.	.	.	.	.	.
6472	SHMT2	.	.	.	1	.	.	.	.	.	.	.	.
2150	F2RL1	.	.	.	.	.	.	.	1	.	.	.	1
54106	TLR9	2	.	.	.	.	.	.	1	.	2	.	2
1266	CNN3	.	.	.	.	.	2	.	.	.	.	.	.
140679	SLC32A1	.	.	.	2	.	.	.	.	.	.	.	.
3269	HRH1	2	.	2	2	2	2	.	.	.	.	.	.
2977	GUCY1A2	.	.	.	1	.	.	.	.	.	.	.	.
6641	SNTB1	.	2	.	1	.	.	.	.	.	.	.	.
6507	SLC1A3	2	.	.	2	.	2	.	2	.	.	.	2
23197	FAF2	1	.	.	.	.	.	.	.	.	.	.	.
2918	GRM8	.	2	2	1	2	.	.	.	.	.	.	.
6861	SYT5	.	.	.	2	.	.	.	.	.	.	.	.
6529	SLC6A1	.	.	.	.	.	2	2	.	.	.	.	.
160	AP2A1	.	.	.	.	.	.	.	.	.	.	1	.
3710	ITPR3	.	.	.	.	.	.	.	.	1	.	.	.
30968	STOML2	.	.	.	.	.	.	2	.	.	.	.	.
321	APBA2	1	.	.	1	.	.	.	.	.	.	.	.
6324	SCN1B	.	.	.	.	.	1	.	.	.	.	.	.
781	CACNA2D1	.	2	.	2	.	.	.	.	.	.	.	.
3030	HADHA	.	.	.	.	.	.	.	2	.	.	.	.
259266	ASPM	.	.	.	.	.	.	2	.	.	.	.	.
11160	ERLIN2	.	.	.	.	.	.	.	.	.	.	1	.
302	ANXA2	.	2	.	1	.	.	.	1	.	.	.	.
203	AK1	.	.	.	1	.	.	.	.	.	.	.	.
54499	TMCO1	.	.	.	.	.	.	1	.	.	.	.	.
6950	TCP1	.	.	.	.	.	.	.	.	.	.	2	.
811	CALR	1	.	.	.	.	.	.	1	.	.	.	.
51347	TAOK3	.	.	.	.	.	2	.	.	.	.	.	.
10613	ERLIN1	.	.	.	2	.	.	.	.	.	.	.	.
127795	C1orf87	.	1	.	.	.	.	.	.	.	.	.	.
23284	ADGRL3	.	.	.	2	.	2	.	.	.	.	.	.
23408	SIRT5	2	.	.	.	.	.	.	.	.	.	.	.
3785	KCNQ2	.	.	.	2	.	2	2	.	.	.	.	.
6209	RPS15	.	.	.	.	.	.	.	.	.	1	.	.
2245	FGD1	.	.	.	.	.	.	2	.	.	.	.	.
51434	ANAPC7	.	.	.	1	.	.	.	.	.	.	.	.
10788	IQGAP2	.	.	.	.	.	.	.	2	.	.	.	.
23395	LARS2	.	2	.	1	.	.	.	.	.	.	.	.
440279	UNC13C	.	.	.	.	.	.	.	.	.	2	.	.
2266	FGG	1	.	.	.	.	.	.	.	.	1	.	.
4967	OGDH	1	.	.	.	.	.	.	.	.	.	.	.
170690	ADAMTS16	.	3	.	2	.	.	.	.	.	.	.	.
4723	NDUFV1	.	.	.	1	.	.	.	.	.	.	.	.
56776	FMN2	2	.	.	.	.	.	2	.	.	.	.	.
10908	PNPLA6	.	.	.	.	.	.	3	.	.	.	.	.
10973	ASCC3	.	.	.	.	.	.	2	.	.	.	.	.
345651	ACTBL2	.	.	.	2	.	.	.	.	.	.	.	.
55130	ARMC4	2	.	.	.	.	.	.	.	.	.	.	.
22915	MMRN1	.	.	.	.	.	.	.	.	.	2	.	.
2899	GRIK3	.	.	.	2	.	.	.	.	.	.	.	.
4353	MPO	2	.	.	.	.	.	.	2	.	.	.	2
23075	SWAP70	.	.	.	.	.	.	.	.	.	.	.	1
6389	SDHA	.	.	.	.	.	.	.	.	.	.	2	.
829	CAPZA1	.	.	.	.	.	.	.	1	.	.	.	.
56666	PANX2	.	.	.	.	.	2	.	2	.	.	.	2
25782	RAB3GAP2	.	2	.	.	.	.	.	.	.	.	.	.
3006	H1-2	1	.	.	.	.	.	.	1	.	.	.	.
3008	H1-4	.	.	.	1	.	.	.	.	.	.	.	.
3321	IGSF3	.	.	.	.	.	.	.	.	.	.	.	2
54862	CC2D1A	.	.	.	.	.	.	1	.	.	.	.	.
8243	SMC1A	.	.	.	.	.	.	1	.	.	.	.	.
114880	OSBPL6	.	.	.	.	.	.	.	.	.	.	.	2
8831	SYNGAP1	.	.	2	1	2	1	1	.	.	.	.	.
284217	LAMA1	1	.	.	.	.	.	.	.	.	.	.	.
23215	PRRC2C	2	.	.	.	.	.	.	.	.	.	.	.
4522	MTHFD1	2	.	3	2	3	.	.	.	.	.	.	.
6125	RPL5	.	2	.	1	.	.	.	.	.	.	.	2
8342	H2BC14	.	.	.	.	.	.	.	.	.	.	2	.
8340	H2BC13	.	2	.	1	.	.	.	.	.	.	2	.
4139	MARK1	1	1	2	.	2	.	.	.	.	.	.	.
64324	NSD1	.	.	.	.	.	.	1	.	.	.	.	.
492	ATP2B3	.	.	.	.	.	.	.	2	.	.	.	.
221061	FAM171A1	.	.	.	.	.	.	.	.	.	2	.	.
5858	PZP	2	.	.	.	.	.	.	.	.	.	.	.
55749	CCAR1	.	.	.	.	.	.	.	1	.	.	.	.
55605	KIF21A	.	.	.	1	.	.	.	.	.	.	.	.
23271	CAMSAP2	.	.	.	.	.	1	.	.	.	.	.	.
10514	MYBBP1A	.	.	2	.	2	.	.	.	.	.	.	.
23211	ZC3H4	.	.	.	.	.	.	.	.	.	.	.	2
1767	DNAH5	.	2	.	1	.	.	.	.	.	.	.	.
1662	DDX10	.	.	.	.	.	.	.	.	.	.	2	.
6444	SGCD	.	.	.	.	.	.	.	1	.	.	.	3
22990	PCNX1	2	.	.	3	.	.	.	.	.	.	.	.
